dataset,split,class,filename,filepath,width,height,mode,aspect_ratio,pixel_std,issues
eye,train,G,1334_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\1334_left.jpg,3282,3277,RGB,1.0,40.78,Very large resolution (3282x3277)
eye,train,G,1492_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\1492_left.jpg,3042,2480,RGB,1.23,69.6,Very large resolution (3042x2480)
eye,train,G,1492_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\1492_right.jpg,3152,2480,RGB,1.27,56.55,Very large resolution (3152x2480)
eye,train,G,1494_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\1494_left.jpg,3027,2480,RGB,1.22,58.07,Very large resolution (3027x2480)
eye,train,G,30_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\G\30_left.jpg,3132,3131,RGB,1.0,48.93,Very large resolution (3132x3131)
eye,train,M,1535_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\1535_left.jpg,3138,3138,RGB,1.0,61.72,Very large resolution (3138x3138)
eye,train,M,1535_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\1535_right.jpg,3122,3122,RGB,1.0,62.94,Very large resolution (3122x3122)
eye,train,M,1570_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\1570_left.jpg,3138,3129,RGB,1.0,61.11,Very large resolution (3138x3129)
eye,train,M,1570_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\M\1570_right.jpg,3122,3122,RGB,1.0,59.89,Very large resolution (3122x3122)
eye,train,N,1006_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\1006_left.jpg,3233,2304,RGB,1.4,28.24,Very large resolution (3233x2304)
eye,train,N,1060_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\1060_right.jpg,3125,3130,RGB,1.0,47.02,Very large resolution (3125x3130)
eye,train,N,1311_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\1311_left.jpg,3298,2848,RGB,1.16,45.06,Very large resolution (3298x2848)
eye,train,N,1493_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\1493_right.jpg,3102,2480,RGB,1.25,55.83,Very large resolution (3102x2480)
eye,train,N,2377_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\2377_left.jpg,3234,2848,RGB,1.14,34.83,Very large resolution (3234x2848)
eye,train,N,2377_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\2377_right.jpg,3252,2848,RGB,1.14,38.12,Very large resolution (3252x2848)
eye,train,N,2674_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\2674_right.jpg,3137,3132,RGB,1.0,46.84,Very large resolution (3137x3132)
eye,train,N,2714_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\2714_left.jpg,3152,2480,RGB,1.27,61.38,Very large resolution (3152x2480)
eye,train,N,2715_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\2715_right.jpg,3266,3266,RGB,1.0,50.47,Very large resolution (3266x3266)
eye,train,N,2721_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\2721_left.jpg,3138,3129,RGB,1.0,49.77,Very large resolution (3138x3129)
eye,train,N,2721_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\2721_right.jpg,3137,3130,RGB,1.0,46.82,Very large resolution (3137x3130)
eye,train,N,2965_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\2965_right.jpg,3137,3138,RGB,1.0,61.71,Very large resolution (3137x3138)
eye,train,N,3032_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\3032_right.jpg,3116,3117,RGB,1.0,48.25,Very large resolution (3116x3117)
eye,train,N,3036_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\3036_right.jpg,3138,3134,RGB,1.0,49.29,Very large resolution (3138x3134)
eye,train,N,3076_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\3076_left.jpg,3266,3266,RGB,1.0,54.34,Very large resolution (3266x3266)
eye,train,N,3076_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\3076_right.jpg,3266,3266,RGB,1.0,49.5,Very large resolution (3266x3266)
eye,train,N,3156_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\3156_right.jpg,3130,3129,RGB,1.0,66.45,Very large resolution (3130x3129)
eye,train,N,3258_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\3258_right.jpg,3233,2848,RGB,1.14,15.33,Very large resolution (3233x2848)
eye,train,N,3417_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\3417_left.jpg,3004,2304,RGB,1.3,38.09,Very large resolution (3004x2304)
eye,train,N,395_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\395_right.jpg,3129,3129,RGB,1.0,51.22,Very large resolution (3129x3129)
eye,train,N,434_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\434_left.jpg,3132,3138,RGB,1.0,48.49,Very large resolution (3132x3138)
eye,train,N,470_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Train\Eye disease\N\470_right.jpg,3138,3138,RGB,1.0,47.69,Very large resolution (3138x3138)
eye,validation,D,1071_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\D\1071_left.jpg,3132,3127,RGB,1.0,46.56,Very large resolution (3132x3127)
eye,validation,D,4568_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\D\4568_right.jpg,3296,2304,RGB,1.43,33.1,Very large resolution (3296x2304)
eye,validation,D,87_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\D\87_left.jpg,3113,3122,RGB,1.0,47.07,Very large resolution (3113x3122)
eye,validation,G,1334_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\G\1334_right.jpg,3266,3266,RGB,1.0,41.38,Very large resolution (3266x3266)
eye,validation,G,1495_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\G\1495_left.jpg,3088,2480,RGB,1.25,69.34,Very large resolution (3088x2480)
eye,validation,N,154_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\N\154_right.jpg,3138,3138,RGB,1.0,47.85,Very large resolution (3138x3138)
eye,validation,N,2674_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\N\2674_left.jpg,3132,3138,RGB,1.0,46.19,Very large resolution (3132x3138)
eye,validation,N,2714_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\N\2714_right.jpg,3121,2480,RGB,1.26,63.05,Very large resolution (3121x2480)
eye,validation,N,3032_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\N\3032_left.jpg,3133,3131,RGB,1.0,44.64,Very large resolution (3133x3131)
eye,validation,N,3258_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Validation\Eye disease\N\3258_left.jpg,3249,2848,RGB,1.14,33.35,Very large resolution (3249x2848)
eye,test,D,1094_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\D\1094_right.jpg,3138,3131,RGB,1.0,49.07,Very large resolution (3138x3131)
eye,test,G,1239_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\G\1239_left.jpg,3298,3297,RGB,1.0,40.92,Very large resolution (3298x3297)
eye,test,N,1060_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\N\1060_left.jpg,3138,3137,RGB,1.0,46.08,Very large resolution (3138x3137)
eye,test,N,2715_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\N\2715_left.jpg,3266,3266,RGB,1.0,52.83,Very large resolution (3266x3266)
eye,test,N,2965_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\N\2965_left.jpg,3129,3128,RGB,1.0,55.76,Very large resolution (3129x3128)
eye,test,N,3036_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\N\3036_left.jpg,3138,3131,RGB,1.0,51.19,Very large resolution (3138x3131)
eye,test,N,3156_left.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\N\3156_left.jpg,3138,3138,RGB,1.0,47.21,Very large resolution (3138x3138)
eye,test,N,4248_right.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\N\4248_right.jpg,3138,3138,RGB,1.0,53.65,Very large resolution (3138x3138)
