dataset,leakage_category,duplicate_count,md5_hash,file_pairs
eye,WITHIN_SPLIT_DUPLICATE,2,15dd380cde6249e4c0c3a5b6cdd171d4,[train:D] DR168.jpg <==> [train:G] Glaucoma315.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,9e748c2ca69e31f001904e5c54d63e58,[train:D] DR675.jpg <==> [train:M] Myopia326.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,23868abf83c314d8e810ce4f40c25333,[train:D] DR676.jpg <==> [train:M] Myopia325.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,49bb79e6c68d1a249dfdfb64dbeefcf2,[train:D] DR698.jpg <==> [train:M] Myopia333.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,09d896e53056321dae2d3c26ca764d96,[train:D] DR699.jpg <==> [train:M] Myopia334.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,017a3a3649d417bbb187be00fef01034,[train:D] DR790.jpg <==> [train:G] Glaucoma802.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,d4964cb733a5d9ff1a00a4a78a56c145,[train:D] DR807.jpg <==> [train:G] Glaucoma810.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,83136fb1fa30cd3881f6eaa2c1c8c738,[train:G] Glaucoma1010.jpg <==> [train:M] Myopia8.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,dc877ccd608e80d8086f8610c2a9a7e0,[train:G] Glaucoma1063.jpg <==> [train:M] Myopia20.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,fea8e533eb44f44be370250d8ba5e9a2,[train:G] Glaucoma1098.jpg <==> [train:M] Myopia29.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,cdf384818d301b8c8f2f148e04e7831a,[train:G] Glaucoma114.jpg <==> [train:M] Myopia99.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,27ad299641277e935108e77da366769b,[train:G] Glaucoma1181.jpg <==> [train:M] Myopia47.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,77f623885e2cc4228b7ed3344beae0aa,[train:G] Glaucoma1194.jpg <==> [train:M] Myopia51.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,8b6a868a8ff541ef97d9e53efbbb0b6b,[train:G] Glaucoma1207.jpg <==> [train:M] Myopia59.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,8fd74b560a8977f2b74d5de7ea3bb14a,[train:G] Glaucoma124.jpg <==> [train:M] Myopia100.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,fd6338d6bd1b821992e91ed394ef3772,[train:G] Glaucoma1252.jpg <==> [train:M] Myopia73.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,2611bbc0820ef9ca5dbb42a714b1a4c1,[train:G] Glaucoma126.jpg <==> [train:M] Myopia104.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,e24c2363600348bd58c4cfbe57ab9a9a,[train:G] Glaucoma1302.jpg <==> [train:M] Myopia79.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,5ebb92a153291accabd53203a82bc4d3,[train:G] Glaucoma1311.jpg <==> [train:M] Myopia80.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,7c55c502403ec106fc6eec1d80899f0e,[train:G] Glaucoma1312.jpg <==> [train:M] Myopia81.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,8e37d145868b13fc013e3f6c738601ad,[train:G] Glaucoma144.jpg <==> [train:M] Myopia117.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,e047e55aeda623ba43cbf5a4cd4b82d9,[train:G] Glaucoma146.jpg <==> [train:M] Myopia118.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,c581bc04d8f964809aa0b04139afc349,[train:G] Glaucoma161.jpg <==> [train:M] Myopia120.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,8c7edef11335c8ca34f13e8f51dba027,[train:G] Glaucoma225.jpg <==> [train:M] Myopia127.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,d89efb63b544a659acc1895936270625,[train:G] Glaucoma226.jpg <==> [train:M] Myopia128.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,3d9debdaeb7abf469b82ab6d2f9d89f8,[train:G] Glaucoma272.jpg <==> [train:M] Myopia129.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,4b629e61d80629dbd682ff517fa578ea,[train:G] Glaucoma275.jpg <==> [train:M] Myopia132.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,ab2394a7574bf6d12ed7f5bbaaf14d1d,[train:G] Glaucoma277.jpg <==> [train:M] Myopia135.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,892d8d164e0ed78168a5ea9aa6d28861,[train:G] Glaucoma28.jpg <==> [train:M] Myopia86.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,648fb7175606e41e06514d8a490710cc,[train:G] Glaucoma331.jpg <==> [train:M] Myopia148.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,c4f21ba4fdc4e31aac191593ed53cf6c,[train:G] Glaucoma333.jpg <==> [train:M] Myopia150.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,72f0e77cec36080906325fc4ca659049,[train:G] Glaucoma342.jpg <==> [train:M] Myopia152.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,89992cbeb864178417247f1f5a0bb2db,[train:G] Glaucoma343.jpg <==> [train:M] Myopia151.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,ddb5ae989e2e716f94d4666f2486fdbb,[train:G] Glaucoma351.jpg <==> [train:M] Myopia154.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,fcd1275609fbed59270f7e748913445a,[train:G] Glaucoma365.jpg <==> [train:M] Myopia158.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,4b45a08ea2c0fa796b391cc135dff584,[train:G] Glaucoma378.jpg <==> [train:M] Myopia165.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,70c211cd2c95b73c75407178d543168e,[train:G] Glaucoma391.jpg <==> [train:M] Myopia167.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,fbf5ff5559b0e6539ea4738273111d40,[train:G] Glaucoma392.jpg <==> [train:M] Myopia169.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,3949f2d174fb7a1ef4164e219c199a1d,[train:G] Glaucoma393.jpg <==> [train:M] Myopia168.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,72c42cfedd9af5b00d1821fde192e288,[train:G] Glaucoma404.jpg <==> [train:M] Myopia173.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,69f7ac23b8576685f59bbe1b68756cb2,[train:G] Glaucoma420.jpg <==> [train:M] Myopia175.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,29d55f82a929d5dcba2dd6ddc2dd7487,[train:G] Glaucoma424.jpg <==> [train:M] Myopia180.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,b64cc755d2a68201af8928a38221ba8e,[train:G] Glaucoma434.jpg <==> [train:M] Myopia185.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,1e7742d1fe7ce3f5326edc3e4033a970,[train:G] Glaucoma435.jpg <==> [train:M] Myopia186.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,22047f6b07a7fbf492ec995de6488fdf,[train:G] Glaucoma454.jpg <==> [train:M] Myopia188.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,382b3d8cee42f1255ecc02609867b739,[train:G] Glaucoma482.jpg <==> [train:M] Myopia196.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,060fe430deeafa319705c90ceac930e0,[train:G] Glaucoma50.jpg <==> [train:M] Myopia91.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,f8df535bc81a8b4dc48912f28266d2ec,[train:G] Glaucoma517.jpg <==> [train:M] Myopia197.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,7ec1a120963344527a97f2ad7942828d,[train:G] Glaucoma570.jpg <==> [train:M] Myopia218.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,4c04a85e5a7195eafa3d3d7a1a0783e2,[train:G] Glaucoma571.jpg <==> [train:M] Myopia217.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,c16b30033182afd7a2a5e30508930ce7,[train:G] Glaucoma582.jpg <==> [train:M] Myopia233.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,6e1c095a20eda956f69aadcf64b28bb4,[train:G] Glaucoma583.jpg <==> [train:M] Myopia232.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,4b2fe2bcda77200b814358f645088ea1,[train:G] Glaucoma589.jpg <==> [train:M] Myopia235.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,e3a977a80c9a2e746061019760cea90e,[train:G] Glaucoma590.jpg <==> [train:M] Myopia237.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,75476c98e5aaa8b68e4ef8ef53eb73d2,[train:G] Glaucoma591.jpg <==> [train:M] Myopia236.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,ba02fc158c08c1179906f7911105fa47,[train:G] Glaucoma597.jpg <==> [train:M] Myopia240.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,14394057a10053a17980ddb736652b34,[train:G] Glaucoma598.jpg <==> [train:M] Myopia241.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,7870133d27cdd6372925cced122d5659,[train:G] Glaucoma622.jpg <==> [train:M] Myopia255.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,b3b2e0bc4396f826cb696ea206c84542,[train:G] Glaucoma645.jpg <==> [train:M] Myopia272.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,02433d097ae72b47f30ad5e578fc1e4b,[train:G] Glaucoma665.jpg <==> [train:M] Myopia283.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,56d56b1aa9974137957a9a9c83261e56,[train:G] Glaucoma686.jpg <==> [train:M] Myopia291.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,cfaaf2e91ddcc1a78f9486570e47b504,[train:G] Glaucoma698.jpg <==> [train:M] Myopia308.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,e0e99912a7d37618df3f99ce3eb4e7cc,[train:G] Glaucoma699.jpg <==> [train:M] Myopia309.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,9e1c3ebf483929c89f1dc7dfb0a427c9,[train:G] Glaucoma700.jpg <==> [train:M] Myopia310.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,27bbf85ef3896a73b9e06beb66585d14,[train:G] Glaucoma708.jpg <==> [train:M] Myopia316.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,c133065ad1060cb5a6b5d8e615654811,[train:G] Glaucoma709.jpg <==> [train:M] Myopia315.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,bfb3f7727eaecc785409cbcd73d5c498,[train:G] Glaucoma725.jpg <==> [train:M] Myopia338.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,6c2a4f6353477e754935e7ecf2f2a290,[train:G] Glaucoma726.jpg <==> [train:M] Myopia341.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,3fed2b75c1ed22ad0fbff027df8719d4,[train:G] Glaucoma727.jpg <==> [train:M] Myopia342.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,47927a822a2dc6bb00a116e3a71e498f,[train:G] Glaucoma729.jpg <==> [train:M] Myopia343.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,4ea1c9256f2c8346264813c2871636f0,[train:G] Glaucoma743.jpg <==> [train:M] Myopia353.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,95c12a2d82364fb8f4c0ac724c787814,[train:G] Glaucoma759.jpg <==> [train:M] Myopia370.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,a4501cd3a94b24e9c1677523770b55ca,[train:G] Glaucoma760.jpg <==> [train:M] Myopia372.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,ec17f43dab8069ca8315f89c696b3ab8,[train:G] Glaucoma811.jpg <==> [train:M] Myopia408.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,f878f1d68a1a1dff1da0f9c10b49416a,[train:G] Glaucoma817.jpg <==> [train:M] Myopia420.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,6532d1a7f5b7a5b5176758fbab34cecd,[train:G] Glaucoma818.jpg <==> [train:M] Myopia419.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,b1458a1aee9ab719daf751454703ef4c,[train:G] Glaucoma822.jpg <==> [train:M] Myopia423.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,d816acef06206b7d5d2c75d3b7378211,[train:G] Glaucoma823.jpg <==> [train:M] Myopia424.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,bf84663158f7888fbd8dd2860c6c483c,[train:G] Glaucoma825.jpg <==> [train:M] Myopia426.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,4b7e52a5427a86a10972663a3b9bf372,[train:G] Glaucoma826.jpg <==> [train:M] Myopia425.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,c50abfa6ffa9cda101826d9002745146,[train:G] Glaucoma828.jpg <==> [train:M] Myopia427.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,0d3a252265036dd38f89b14c51b18f7a,[train:G] Glaucoma839.jpg <==> [train:M] Myopia438.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,b04e06b57fed8a5aef67ca239d5d8b95,[train:G] Glaucoma847.jpg <==> [train:M] Myopia441.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,c51c29fc3ecec95f7e07cb26aa72dc36,[train:G] Glaucoma848.jpg <==> [train:M] Myopia442.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,e841c63bd73a09211bea0b1da17708db,[train:G] Glaucoma861.jpg <==> [train:M] Myopia460.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,fec46145e10864127a94fa41e44aaacf,[train:G] Glaucoma862.jpg <==> [train:M] Myopia461.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,edcc3d86684217146e35f73e4f6177f0,[train:G] Glaucoma869.jpg <==> [train:M] Myopia462.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,46131f82357326af0bab65b67f0d1834,[train:G] Glaucoma870.jpg <==> [train:M] Myopia463.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,79404734e0f3ecb48e7e3794656da936,[train:G] Glaucoma880.jpg <==> [train:M] Myopia469.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,5bdfcf5922c3576db5082193d367d127,[train:G] Glaucoma881.jpg <==> [train:M] Myopia471.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,9365d3628d5bc53ca9016781fea0f264,[train:G] Glaucoma883.jpg <==> [train:M] Myopia470.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,8357deb02c1a7750eb26ab3cdfa67763,[train:G] Glaucoma905.jpg <==> [train:M] Myopia479.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,570f64f520a8b33bdbac4c14acb5d761,[train:G] Glaucoma952.jpg <==> [train:M] Myopia487.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,ad485c803198f597ff9f63fdf5fd3cd9,[train:G] Glaucoma969.jpg <==> [train:M] Myopia489.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,27ac329f0d72920007dab4fbe7a64e26,[train:G] Glaucoma970.jpg <==> [train:M] Myopia490.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,611b249b444e4916c85937c48ad1d864,[train:G] Glaucoma971.jpg <==> [train:M] Myopia491.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,dd3aa7e82d018c63a4aef9030f22e79a,[validation:G] Glaucoma137.jpg <==> [validation:M] Myopia108.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,52ad1c299c50ff5e3fb81793f3f5cfdd,[validation:G] Glaucoma667.jpg <==> [validation:M] Myopia282.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,5ebe41e2b25fb4a8e539fc787ae6093c,[validation:G] Glaucoma885.jpg <==> [validation:M] Myopia473.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,d1b45e5f8eb2e1b3dccc91491e13a482,[test:G] Glaucoma1161.jpg <==> [test:M] Myopia41.jpg
eye,WITHIN_SPLIT_DUPLICATE,2,5d9b5b6ea55442e97ae0b540ec9f4e08,[test:G] Glaucoma588.jpg <==> [test:M] Myopia234.jpg
