dataset,split,class,filename,filepath,width,height,mode,aspect_ratio,pixel_std,issues
skin,train,Actinic Keratosis,PAT_1246_846_899.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1246_846_899.png,300,300,RGBA,1.0,8.66,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1259_892_793.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1259_892_793.png,300,300,RGBA,1.0,20.5,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_126_190_376.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_126_190_376.png,300,300,RGBA,1.0,15.27,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_126_192_208.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_126_192_208.png,300,300,RGBA,1.0,13.96,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1275_955_131.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1275_955_131.png,300,300,RGBA,1.0,16.88,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1277_964_152.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1277_964_152.png,300,300,RGBA,1.0,11.57,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1299_1055_591.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1299_1055_591.png,300,300,RGBA,1.0,21.56,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1431_1495_931.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1431_1495_931.png,300,300,RGBA,1.0,21.01,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1464_1612_284.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1464_1612_284.png,300,300,RGBA,1.0,21.91,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1468_1622_219.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1468_1622_219.png,300,300,RGBA,1.0,37.0,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1469_1627_109.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1469_1627_109.png,300,300,RGBA,1.0,10.32,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1472_1639_87.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1472_1639_87.png,300,300,RGBA,1.0,18.48,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_148_220_174.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_148_220_174.png,300,300,RGBA,1.0,34.99,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1491_1703_637.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1491_1703_637.png,300,300,RGBA,1.0,20.85,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1506_1735_733.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1506_1735_733.png,300,300,RGBA,1.0,31.12,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1538_1830_693.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1538_1830_693.png,300,300,RGBA,1.0,23.86,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_155_238_413.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_155_238_413.png,300,300,RGBA,1.0,52.97,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1593_2651_122.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1593_2651_122.png,300,300,RGBA,1.0,43.68,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1596_2664_323.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1596_2664_323.png,300,300,RGBA,1.0,13.26,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1608_2720_196.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1608_2720_196.png,300,300,RGBA,1.0,33.37,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_163_254_719.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_163_254_719.png,300,300,RGBA,1.0,10.79,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1688_3066_491.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1688_3066_491.png,300,300,RGBA,1.0,16.43,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1704_3142_702.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1704_3142_702.png,300,300,RGBA,1.0,17.77,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1705_3143_139.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1705_3143_139.png,300,300,RGBA,1.0,28.67,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1706_3144_891.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1706_3144_891.png,300,300,RGBA,1.0,18.45,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1712_3175_600.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1712_3175_600.png,300,300,RGBA,1.0,12.21,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1725_3222_943.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1725_3222_943.png,300,300,RGBA,1.0,21.44,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1727_3233_399.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1727_3233_399.png,300,300,RGBA,1.0,31.36,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1729_3235_909.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1729_3235_909.png,300,300,RGBA,1.0,15.56,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1738_3260_304.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1738_3260_304.png,300,300,RGBA,1.0,28.37,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1739_3261_325.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1739_3261_325.png,300,300,RGBA,1.0,30.72,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1749_3288_409.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1749_3288_409.png,300,300,RGBA,1.0,24.51,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1757_3316_304.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1757_3316_304.png,300,300,RGBA,1.0,34.0,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1760_3326_525.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1760_3326_525.png,300,300,RGBA,1.0,13.99,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1762_3332_245.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1762_3332_245.png,300,300,RGBA,1.0,20.43,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1767_3340_959.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1767_3340_959.png,300,300,RGBA,1.0,33.52,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1769_3342_63.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1769_3342_63.png,300,300,RGBA,1.0,51.97,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_176_273_423.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_176_273_423.png,300,300,RGBA,1.0,24.25,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1774_3352_474.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1774_3352_474.png,300,300,RGBA,1.0,8.77,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1786_3419_768.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1786_3419_768.png,300,300,RGBA,1.0,43.06,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1790_3427_355.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1790_3427_355.png,300,300,RGBA,1.0,20.09,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1794_3435_711.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1794_3435_711.png,300,300,RGBA,1.0,13.39,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1799_3457_209.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1799_3457_209.png,300,300,RGBA,1.0,14.17,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1804_3469_628.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1804_3469_628.png,300,300,RGBA,1.0,7.64,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1807_3481_801.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1807_3481_801.png,300,300,RGBA,1.0,10.51,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1814_3564_609.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1814_3564_609.png,300,300,RGBA,1.0,15.72,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1818_3570_577.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1818_3570_577.png,300,300,RGBA,1.0,23.39,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_181_833_109.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_181_833_109.png,300,300,RGBA,1.0,15.28,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1822_3576_145.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1822_3576_145.png,300,300,RGBA,1.0,15.49,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1840_3612_959.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1840_3612_959.png,300,300,RGBA,1.0,8.1,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1854_3637_323.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1854_3637_323.png,300,300,RGBA,1.0,23.0,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1855_3641_327.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1855_3641_327.png,300,300,RGBA,1.0,16.41,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1866_3660_115.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1866_3660_115.png,300,300,RGBA,1.0,14.0,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1869_3663_335.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1869_3663_335.png,300,300,RGBA,1.0,20.76,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_186_286_109.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_186_286_109.png,300,300,RGBA,1.0,17.78,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1875_3689_646.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1875_3689_646.png,300,300,RGBA,1.0,17.34,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1892_3760_713.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1892_3760_713.png,300,300,RGBA,1.0,19.41,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1899_3779_475.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1899_3779_475.png,300,300,RGBA,1.0,13.21,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1906_3798_588.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1906_3798_588.png,300,300,RGBA,1.0,13.65,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1913_3815_367.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1913_3815_367.png,300,300,RGBA,1.0,14.74,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1913_3816_335.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1913_3816_335.png,300,300,RGBA,1.0,18.55,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1913_3818_991.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1913_3818_991.png,300,300,RGBA,1.0,10.27,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1918_3837_15.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1918_3837_15.png,300,300,RGBA,1.0,12.33,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1937_3897_131.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1937_3897_131.png,300,300,RGBA,1.0,26.95,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1950_3932_655.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1950_3932_655.png,300,300,RGBA,1.0,18.16,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1951_3934_98.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1951_3934_98.png,300,300,RGBA,1.0,28.77,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1955_3946_319.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1955_3946_319.png,300,300,RGBA,1.0,41.24,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1955_3947_778.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1955_3947_778.png,300,300,RGBA,1.0,30.83,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1967_3976_736.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1967_3976_736.png,300,300,RGBA,1.0,29.72,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1969_3980_995.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1969_3980_995.png,300,300,RGBA,1.0,16.81,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1976_4000_701.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1976_4000_701.png,300,300,RGBA,1.0,37.61,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1983_4032_502.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1983_4032_502.png,300,300,RGBA,1.0,22.44,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1989_4061_934.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1989_4061_934.png,300,300,RGBA,1.0,24.91,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1993_4076_174.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1993_4076_174.png,300,300,RGBA,1.0,26.28,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1993_4077_139.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1993_4077_139.png,300,300,RGBA,1.0,22.61,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1995_4080_695.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1995_4080_695.png,300,300,RGBA,1.0,55.0,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_1998_4095_438.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_1998_4095_438.png,300,300,RGBA,1.0,14.62,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_2008_4126_489.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_2008_4126_489.png,300,300,RGBA,1.0,32.36,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_2009_4134_828.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_2009_4134_828.png,300,300,RGBA,1.0,5.62,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_2011_4140_787.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_2011_4140_787.png,300,300,RGBA,1.0,11.05,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_2011_4140_988.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_2011_4140_988.png,300,300,RGBA,1.0,30.96,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_2020_4174_799.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_2020_4174_799.png,300,300,RGBA,1.0,46.63,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_2024_4221_632.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_2024_4221_632.png,300,300,RGBA,1.0,11.59,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_2024_4225_170.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_2024_4225_170.png,300,300,RGBA,1.0,16.2,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_2026_4230_141.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_2026_4230_141.png,300,300,RGBA,1.0,22.44,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_202_308_692.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_202_308_692.png,300,300,RGBA,1.0,18.94,Non-RGB mode (RGBA)
skin,train,Actinic Keratosis,PAT_2034_4266_880.png,E:\Mega project\MedvisionAi-\ML-Model\data\Train\FYP skin disease Dataset\Actinic Keratosis\PAT_2034_4266_880.png,300,300,RGBA,1.0,6.2,Non-RGB mode (RGBA)
